edad;peso;talla;sexo;provincia
41;65.1;153.5;MUJER;ALICANTE
46;70;160;MUJER;ALICANTE
37;61.8;158;MUJER;ALICANTE
42;64;167.5;MUJER;ALICANTE
39;55;154.7;MUJER;ALICANTE
40;72.6;150;MUJER;ALICANTE
47;69.4;157.7;MUJER;ALICANTE
39;83.2;162;MUJER;ALICANTE
49;75.9;147;MUJER;ALICANTE
45;83.8;150;MUJER;ALICANTE
64;63.6;154;HOMBRE;ALICANTE
53;70;170;HOMBRE;ALICANTE
56;73.6;174;HOMBRE;ALICANTE
59;67.3;156.5;HOMBRE;ALICANTE
51;75.5;163;HOMBRE;ALICANTE
51;84.2;173;HOMBRE;ALICANTE
57;73;162.3;HOMBRE;ALICANTE
51;83.9;177;HOMBRE;ALICANTE
55;77.8;157;MUJER;ALICANTE
52;78;150;MUJER;ALICANTE
60;73.4;154;MUJER;ALICANTE
60;62.5;142.5;MUJER;ALICANTE
52;79.6;150;MUJER;ALICANTE
54;80.4;158.5;MUJER;ALICANTE
54;67;158;MUJER;ALICANTE
50;89.5;158;MUJER;ALICANTE
62;102.9;156;MUJER;ALICANTE
63;80.1;164.4;MUJER;ALICANTE
50;68;154;MUJER;ALICANTE
63;67.4;159;MUJER;ALICANTE
56;74.6;160;MUJER;ALICANTE
51;78.8;146.7;MUJER;ALICANTE
75;74.6;158;HOMBRE;ALICANTE
77;49.7;154.5;HOMBRE;ALICANTE
78;78.6;163;HOMBRE;ALICANTE
74;83.4;167.5;HOMBRE;ALICANTE
70;;;HOMBRE;ALICANTE
78;73.7;152.2;HOMBRE;ALICANTE
80;70.1;170.1;HOMBRE;ALICANTE
71;66;165.5;HOMBRE;ALICANTE
72;90;158.5;HOMBRE;ALICANTE
69;92;168;HOMBRE;ALICANTE
72;;;MUJER;ALICANTE
79;60.8;144;MUJER;ALICANTE
76;55.4;149;MUJER;ALICANTE
73;55.4;147;MUJER;ALICANTE
82;76.1;143;MUJER;ALICANTE
74;58.2;143.8;MUJER;ALICANTE
69;95;149.5;MUJER;ALICANTE
65;62.7;146.5;MUJER;ALICANTE
74;91.6;158;MUJER;ALICANTE
70;52.5;150;MUJER;ALICANTE
75;78.1;142;MUJER;ALICANTE
78;72.5;149;MUJER;ALICANTE
71;81.4;157;MUJER;ALICANTE
68;75;157.3;MUJER;ALICANTE
88;49.8;146.2;MUJER;ALICANTE
65;79;159.5;MUJER;ALICANTE
72;72.5;155;MUJER;ALICANTE
76;73.3;157;MUJER;ALICANTE
74;89;165;MUJER;ALICANTE
70;83.2;155.5;MUJER;ALICANTE
20;64.1;178;HOMBRE;ALICANTE
22;60.4;173.5;HOMBRE;ALICANTE
24;62;167.5;HOMBRE;ALICANTE
15;66.2;171;HOMBRE;ALICANTE
23;69.5;172;HOMBRE;ALICANTE
22;71.7;176.5;HOMBRE;ALICANTE
15;74;172.5;HOMBRE;ALICANTE
20;72.6;167.5;HOMBRE;ALICANTE
15;70.6;170;HOMBRE;ALICANTE
15;69.3;151;HOMBRE;ALICANTE
22;77.1;169;HOMBRE;ALICANTE
22;73.8;174.5;HOMBRE;ALICANTE
19;78.9;175;HOMBRE;ALICANTE
15;88.8;177.5;HOMBRE;ALICANTE
22;101;178;HOMBRE;ALICANTE
15;63.6;166.5;MUJER;ALICANTE
17;48.3;164;MUJER;ALICANTE
18;47.8;155.7;MUJER;ALICANTE
20;54.1;162.2;MUJER;ALICANTE
24;55;162.4;MUJER;ALICANTE
15;52.6;171;MUJER;ALICANTE
15;69.4;174.2;MUJER;ALICANTE
15;51.8;157.5;MUJER;ALICANTE
18;87.2;167;MUJER;ALICANTE
24;82.8;169.5;MUJER;ALICANTE
34;75.7;156.5;HOMBRE;ALICANTE
30;67.5;166.5;HOMBRE;ALICANTE
32;69;173.2;HOMBRE;ALICANTE
30;72.3;175;HOMBRE;ALICANTE
34;68.6;170;HOMBRE;ALICANTE
27;84.2;181.5;HOMBRE;ALICANTE
32;59.4;161;MUJER;ALICANTE
25;60.2;161;MUJER;ALICANTE
32;51.1;159;MUJER;ALICANTE
31;54.1;157.5;MUJER;ALICANTE
27;67.3;165.5;MUJER;ALICANTE
26;62.1;154;MUJER;ALICANTE
30;62.9;160;MUJER;ALICANTE
30;69.7;157.5;MUJER;ALICANTE
33;82.3;158;MUJER;ALICANTE
29;88.7;166.3;MUJER;ALICANTE
42;;;HOMBRE;ALICANTE
36;73;173;HOMBRE;ALICANTE
37;79.7;176;HOMBRE;ALICANTE
44;73.7;169.8;HOMBRE;ALICANTE
47;85;172;HOMBRE;ALICANTE
47;87.3;170;HOMBRE;ALICANTE
42;99.9;173;HOMBRE;ALICANTE
40;86.8;156;HOMBRE;ALICANTE
48;115.1;165;HOMBRE;ALICANTE
48;69.4;152.5;MUJER;ALICANTE
46;;;MUJER;ALICANTE
41;58.7;154;MUJER;ALICANTE
43;80.9;167;MUJER;ALICANTE
37;42.3;149.5;MUJER;ALICANTE
44;49.7;149;MUJER;ALICANTE
40;57.8;150.1;MUJER;ALICANTE
47;72.5;154.7;MUJER;ALICANTE
51;86.1;160;HOMBRE;ALICANTE
57;76.6;167.9;HOMBRE;ALICANTE
54;62.4;163;HOMBRE;ALICANTE
64;67.1;153.9;HOMBRE;ALICANTE
62;103;166;HOMBRE;ALICANTE
50;71.9;151.2;MUJER;ALICANTE
63;77.7;167.5;MUJER;ALICANTE
60;77.5;152.3;MUJER;ALICANTE
56;52.1;170;MUJER;ALICANTE
57;64.2;147.3;MUJER;ALICANTE
51;76;181.2;MUJER;ALICANTE
59;66.3;155.3;MUJER;ALICANTE
60;79.7;153.5;MUJER;ALICANTE
53;66.8;139.4;MUJER;ALICANTE
56;57.8;151.9;MUJER;ALICANTE
80;78;164;HOMBRE;ALICANTE
67;71.4;163;HOMBRE;ALICANTE
68;84.8;183.5;HOMBRE;ALICANTE
65;75.1;161.5;HOMBRE;ALICANTE
74;88.8;168.5;HOMBRE;ALICANTE
74;95.1;160.2;HOMBRE;ALICANTE
72;59.9;146.5;MUJER;ALICANTE
85;55.1;146.5;MUJER;ALICANTE
97;46.5;133;MUJER;ALICANTE
74;54.5;151.5;MUJER;ALICANTE
21;;;HOMBRE;ALICANTE
20;74.2;172;HOMBRE;VALENCIA
16;53.9;165;MUJER;VALENCIA
15;;;MUJER;VALENCIA
21;47.3;161;MUJER;VALENCIA
24;69.8;177;MUJER;VALENCIA
19;72.6;183;MUJER;VALENCIA
24;57;160;MUJER;VALENCIA
20;54.6;152;MUJER;VALENCIA
18;69.3;172;MUJER;VALENCIA
19;66.1;169;MUJER;ALICANTE
29;103.8;176.5;HOMBRE;VALENCIA
25;64.2;170;HOMBRE;VALENCIA
33;75.6;170;HOMBRE;VALENCIA
26;86.3;179;HOMBRE;VALENCIA
32;51.5;160.5;MUJER;VALENCIA
25;59.9;158.5;MUJER;VALENCIA
26;55.7;150;MUJER;VALENCIA
30;63;155;MUJER;VALENCIA
49;76;170;HOMBRE;VALENCIA
46;94.2;180;HOMBRE;VALENCIA
45;58.9;154.5;MUJER;VALENCIA
39;60.7;168;MUJER;VALENCIA
35;58.6;162;MUJER;VALENCIA
49;59.6;155;MUJER;VALENCIA
43;70.8;162;MUJER;VALENCIA
47;80.5;173;MUJER;VALENCIA
48;75.5;157;MUJER;VALENCIA
60;65.7;167;HOMBRE;VALENCIA
61;72;170;HOMBRE;ALICANTE
53;73.4;162;HOMBRE;VALENCIA
53;90;178;HOMBRE;VALENCIA
55;83.5;169.5;HOMBRE;VALENCIA
57;63.4;150;MUJER;ALICANTE
54;62.8;152.8;MUJER;VALENCIA
56;77.7;160;MUJER;VALENCIA
50;60.5;163;MUJER;VALENCIA
64;62;156;MUJER;VALENCIA
53;56;161;MUJER;VALENCIA
55;62;152.3;MUJER;VALENCIA
58;81.9;160;MUJER;VALENCIA
62;66.5;154;MUJER;VALENCIA
56;73.5;158.6;MUJER;VALENCIA
61;81.1;163.5;MUJER;VALENCIA
58;86.9;165.2;MUJER;VALENCIA
57;70.3;161.5;MUJER;VALENCIA
66;59.2;168;HOMBRE;VALENCIA
69;76.8;165;HOMBRE;VALENCIA
70;;;MUJER;ALICANTE
79;65;156;MUJER;VALENCIA
72;63.9;149;MUJER;VALENCIA
70;51;155.5;MUJER;ALICANTE
71;71.2;162.2;MUJER;VALENCIA
67;99.6;172;MUJER;VALENCIA
66;77.1;158.2;MUJER;VALENCIA
21;83;179;HOMBRE;ALICANTE
21;85.4;169.6;HOMBRE;ALICANTE
23;53.5;162.4;MUJER;ALICANTE
17;54.2;162.5;MUJER;ALICANTE
30;60.8;168.4;HOMBRE;ALICANTE
26;67.5;170.1;HOMBRE;ALICANTE
33;77.5;163.5;HOMBRE;ALICANTE
33;52.3;163;MUJER;ALICANTE
29;57.3;163.5;MUJER;ALICANTE
49;65.8;159.5;HOMBRE;ALICANTE
35;87.4;181;HOMBRE;ALICANTE
40;74.1;163.3;HOMBRE;ALICANTE
47;57.4;152;MUJER;ALICANTE
48;65.3;159.5;MUJER;ALICANTE
42;53.3;151;MUJER;ALICANTE
38;53.9;154.2;MUJER;ALICANTE
62;;;HOMBRE;ALICANTE
61;65.9;173;HOMBRE;ALICANTE
62;70.4;164.1;HOMBRE;ALICANTE
63;77.4;154.2;HOMBRE;ALICANTE
64;78.9;147.5;MUJER;ALICANTE
63;66.7;150.4;MUJER;ALICANTE
52;64.8;161.8;MUJER;ALICANTE
64;97.6;151;MUJER;ALICANTE
73;52.3;154.5;HOMBRE;ALICANTE
77;76.1;160.2;HOMBRE;ALICANTE
70;54.9;156.2;HOMBRE;ALICANTE
85;51;148.3;HOMBRE;ALICANTE
70;88.5;154.3;MUJER;ALICANTE
66;57.7;153;MUJER;ALICANTE
18;81.3;172;HOMBRE;CASTELLÓN
17;68.9;180;HOMBRE;CASTELLÓN
22;48.9;159.6;MUJER;ALICANTE
21;45.4;153;MUJER;ALICANTE
27;67.7;165;HOMBRE;CASTELLÓN
31;77.1;175.5;HOMBRE;CASTELLÓN
27;50.9;158;MUJER;CASTELLÓN
28;56.2;163;MUJER;CASTELLÓN
31;51.1;150;MUJER;CASTELLÓN
25;61.5;168;MUJER;CASTELLÓN
34;52.2;159;MUJER;CASTELLÓN
25;62;162;MUJER;VALENCIA
37;114.5;177;HOMBRE;CASTELLÓN
39;74.3;169;HOMBRE;CASTELLÓN
38;84.7;172;HOMBRE;CASTELLÓN
47;49.9;152;MUJER;VALENCIA
36;63;162;MUJER;CASTELLÓN
39;54.1;154;MUJER;CASTELLÓN
46;59.3;150;MUJER;CASTELLÓN
49;63;156;MUJER;CASTELLÓN
62;69.7;164;HOMBRE;CASTELLÓN
61;65;168;HOMBRE;VALENCIA
63;77.6;157.5;MUJER;CASTELLÓN
63;78.3;154.5;MUJER;CASTELLÓN
57;57.2;146.5;MUJER;CASTELLÓN
57;75.3;158;MUJER;CASTELLÓN
60;101;162;MUJER;CASTELLÓN
76;69.3;161;HOMBRE;CASTELLÓN
73;82.6;162;HOMBRE;VALENCIA
72;82.7;165;HOMBRE;CASTELLÓN
67;63.3;145;MUJER;CASTELLÓN
86;56;145;MUJER;VALENCIA
22;67.9;172;HOMBRE;ALICANTE
21;74.8;178.5;HOMBRE;ALICANTE
16;76.5;171.5;HOMBRE;ALICANTE
20;62;166.5;MUJER;VALENCIA
15;53.5;168.5;MUJER;ALICANTE
29;83.9;185.5;HOMBRE;ALICANTE
31;84.2;173.5;HOMBRE;ALICANTE
29;63.1;167.5;MUJER;ALICANTE
34;53.5;156.5;MUJER;ALICANTE
25;54.9;165;MUJER;ALICANTE
46;75;170;HOMBRE;ALICANTE
40;80.4;173;HOMBRE;ALICANTE
43;89.3;171.5;HOMBRE;ALICANTE
43;82.5;166.5;HOMBRE;ALICANTE
42;;;MUJER;ALICANTE
39;74.9;161;MUJER;ALICANTE
39;67.5;162;MUJER;ALICANTE
50;;;HOMBRE;ALICANTE
51;68.6;159.5;HOMBRE;ALICANTE
60;103.3;174;HOMBRE;ALICANTE
56;65.8;158;MUJER;ALICANTE
54;72.5;155.5;MUJER;ALICANTE
58;83.6;154.5;MUJER;ALICANTE
64;90.8;155;MUJER;ALICANTE
74;59.7;156;HOMBRE;ALICANTE
68;70.7;165;HOMBRE;ALICANTE
65;89.5;172.5;HOMBRE;ALICANTE
75;91.6;165;HOMBRE;ALICANTE
69;;;MUJER;ALICANTE
65;62.5;148;MUJER;ALICANTE
16;71.4;171;HOMBRE;VALENCIA
23;73.7;178;HOMBRE;VALENCIA
23;62.3;165;MUJER;VALENCIA
22;62.2;155;MUJER;VALENCIA
32;73.1;166;HOMBRE;VALENCIA
32;60;183;HOMBRE;VALENCIA
25;75.7;174;HOMBRE;VALENCIA
32;78.4;174.5;HOMBRE;VALENCIA
25;75.3;164;HOMBRE;VALENCIA
25;83;172;HOMBRE;VALENCIA
31;89.2;171.5;HOMBRE;VALENCIA
32;114.2;178;HOMBRE;VALENCIA
25;52.8;160.5;MUJER;VALENCIA
32;51.3;157;MUJER;VALENCIA
26;51.2;150;MUJER;VALENCIA
31;61.2;161;MUJER;VALENCIA
25;62.1;157;MUJER;VALENCIA
28;73.2;165;MUJER;VALENCIA
32;73.2;158;MUJER;VALENCIA
45;102;166.5;HOMBRE;VALENCIA
39;69.8;168.5;HOMBRE;VALENCIA
37;64.5;162.5;HOMBRE;VALENCIA
42;74.7;171.5;HOMBRE;VALENCIA
42;87.9;180;HOMBRE;VALENCIA
41;92;169.5;HOMBRE;VALENCIA
36;112.5;165;HOMBRE;VALENCIA
41;69.9;148.5;MUJER;VALENCIA
39;45.6;146.5;MUJER;VALENCIA
35;52;153;MUJER;VALENCIA
45;71.7;156;MUJER;VALENCIA
62;62.4;157.5;HOMBRE;VALENCIA
51;78;170;HOMBRE;VALENCIA
53;74.9;155;HOMBRE;VALENCIA
57;68.9;157;HOMBRE;VALENCIA
54;93.7;166;HOMBRE;VALENCIA
52;61.6;160;MUJER;VALENCIA
59;62.7;155.5;MUJER;VALENCIA
50;69.9;151.5;MUJER;VALENCIA
72;66.3;169;HOMBRE;ALICANTE
68;77.7;166;HOMBRE;VALENCIA
70;82.8;160;MUJER;VALENCIA
68;105.2;153;MUJER;VALENCIA
16;52.2;166.5;HOMBRE;VALENCIA
21;62.3;175;HOMBRE;VALENCIA
19;70;180;HOMBRE;VALENCIA
17;59;172;MUJER;VALENCIA
17;66.4;164;MUJER;VALENCIA
28;68.9;178;HOMBRE;VALENCIA
27;78;170;HOMBRE;VALENCIA
31;89;168;HOMBRE;VALENCIA
26;90.9;162;HOMBRE;VALENCIA
26;52.2;165.5;MUJER;VALENCIA
25;85;162;MUJER;VALENCIA
31;54;165.5;MUJER;VALENCIA
30;51.3;147;MUJER;VALENCIA
26;92.9;174;MUJER;VALENCIA
39;97;168.5;HOMBRE;VALENCIA
49;107;176;HOMBRE;VALENCIA
38;65.8;161;MUJER;VALENCIA
43;94;166;MUJER;VALENCIA
57;85.9;181;HOMBRE;VALENCIA
52;89.7;161.5;HOMBRE;VALENCIA
62;83.5;153;MUJER;VALENCIA
61;53.7;157.5;MUJER;VALENCIA
64;93.8;162;MUJER;VALENCIA
66;96.9;169;HOMBRE;VALENCIA
68;96.8;170;HOMBRE;VALENCIA
80;43.8;149;MUJER;VALENCIA
74;43.5;142;MUJER;VALENCIA
20;72.8;181;HOMBRE;VALENCIA
23;86.4;179;HOMBRE;VALENCIA
17;46;160;MUJER;VALENCIA
16;47.5;166;MUJER;VALENCIA
15;55.7;156;MUJER;VALENCIA
25;68.2;166;HOMBRE;VALENCIA
27;82.8;174;HOMBRE;VALENCIA
30;85.4;170;HOMBRE;VALENCIA
26;54.5;158;MUJER;VALENCIA
32;74.5;165;MUJER;VALENCIA
27;80.8;161;MUJER;VALENCIA
41;69.9;164;HOMBRE;VALENCIA
37;93;177;HOMBRE;VALENCIA
40;89.8;160.5;MUJER;VALENCIA
49;88.5;154.2;MUJER;VALENCIA
52;63.2;164;HOMBRE;VALENCIA
53;66.8;170;HOMBRE;VALENCIA
58;76.4;170;HOMBRE;VALENCIA
63;87.7;157;MUJER;VALENCIA
54;83.4;152;MUJER;VALENCIA
67;72.1;161;HOMBRE;VALENCIA
70;78;170;HOMBRE;VALENCIA
67;77.6;150;MUJER;VALENCIA
76;85.5;160;MUJER;VALENCIA
18;65.3;187;HOMBRE;VALENCIA
23;86.8;186.5;HOMBRE;VALENCIA
15;46.1;158;MUJER;VALENCIA
18;58.2;170;MUJER;VALENCIA
22;51.3;156.5;MUJER;VALENCIA
19;98.4;169;MUJER;VALENCIA
33;66.3;168.5;HOMBRE;VALENCIA
30;78.3;172.5;HOMBRE;VALENCIA
34;86.4;178;HOMBRE;VALENCIA
27;48.2;162;MUJER;VALENCIA
27;49.5;159;MUJER;VALENCIA
48;72.4;168.5;HOMBRE;VALENCIA
44;91.2;167.3;HOMBRE;VALENCIA
35;56.7;166;MUJER;VALENCIA
42;77.6;151.5;MUJER;VALENCIA
50;57.8;156.5;HOMBRE;VALENCIA
54;74.3;169.5;HOMBRE;VALENCIA
52;92;176;HOMBRE;VALENCIA
50;59.8;152;MUJER;VALENCIA
56;71.5;164.5;MUJER;VALENCIA
53;76;162;MUJER;VALENCIA
53;75.5;151;MUJER;VALENCIA
68;90.3;166;HOMBRE;VALENCIA
72;94.8;170;HOMBRE;VALENCIA
67;65.7;156;MUJER;VALENCIA
72;79;164;MUJER;VALENCIA
82;60.8;146;MUJER;VALENCIA
23;60.5;174;HOMBRE;VALENCIA
15;62;180;HOMBRE;VALENCIA
19;66.3;170;HOMBRE;VALENCIA
19;69;179;HOMBRE;VALENCIA
18;61.2;170;HOMBRE;VALENCIA
23;80;178;HOMBRE;VALENCIA
17;90;184;HOMBRE;VALENCIA
24;72;167;HOMBRE;VALENCIA
19;54.8;172;MUJER;VALENCIA
22;57;168;MUJER;VALENCIA
15;50.8;158;MUJER;VALENCIA
24;51.8;158;MUJER;VALENCIA
23;64.6;163;MUJER;VALENCIA
15;73.5;173;MUJER;VALENCIA
17;84;167;MUJER;VALENCIA
26;72.2;178;HOMBRE;VALENCIA
33;61;168;HOMBRE;VALENCIA
28;73.1;173;HOMBRE;VALENCIA
28;76;180;HOMBRE;VALENCIA
26;75;180;HOMBRE;VALENCIA
32;72.1;170;HOMBRE;VALENCIA
34;79;178;HOMBRE;VALENCIA
32;82;168;HOMBRE;VALENCIA
31;88.1;170;HOMBRE;VALENCIA
28;89.7;178;HOMBRE;VALENCIA
33;81;165;HOMBRE;VALENCIA
31;65.7;160.5;MUJER;VALENCIA
28;66.7;169;MUJER;VALENCIA
27;72.4;166;MUJER;VALENCIA
27;77.2;171;MUJER;VALENCIA
31;65.7;155;MUJER;VALENCIA
28;80;167;MUJER;VALENCIA
43;80;178;HOMBRE;VALENCIA
36;64.3;168;HOMBRE;VALENCIA
40;74.9;169;HOMBRE;VALENCIA
36;86.2;180;HOMBRE;VALENCIA
43;81;170;HOMBRE;VALENCIA
38;73;156;HOMBRE;VALENCIA
42;67;156;MUJER;VALENCIA
35;55.7;161;MUJER;VALENCIA
35;58.9;156;MUJER;VALENCIA
41;50;148;MUJER;VALENCIA
36;74.4;172;MUJER;VALENCIA
36;58.5;153;MUJER;VALENCIA
38;62;157;MUJER;VALENCIA
41;76;170;MUJER;VALENCIA
37;77.8;170;MUJER;VALENCIA
42;76;163;MUJER;VALENCIA
45;77.2;161;MUJER;VALENCIA
47;98;180;MUJER;VALENCIA
62;61.8;154;HOMBRE;VALENCIA
53;64.8;167;HOMBRE;VALENCIA
56;68;160;HOMBRE;VALENCIA
54;90;182;HOMBRE;VALENCIA
54;77;173;HOMBRE;VALENCIA
63;62.8;155;HOMBRE;VALENCIA
63;64.2;148;MUJER;VALENCIA
63;67.5;164.5;MUJER;VALENCIA
58;71.3;161;MUJER;VALENCIA
73;56.9;162;HOMBRE;VALENCIA
71;91;165;HOMBRE;VALENCIA
65;50.7;150;MUJER;VALENCIA
73;71.3;155;MUJER;VALENCIA
67;70.9;160;MUJER;VALENCIA
67;61;147.1;MUJER;VALENCIA
20;61.5;178.1;HOMBRE;VALENCIA
20;79.5;177.5;HOMBRE;VALENCIA
18;73.2;188;HOMBRE;VALENCIA
23;70.1;166.5;HOMBRE;VALENCIA
21;;;HOMBRE;VALENCIA
20;68.3;169.8;HOMBRE;VALENCIA
21;101.3;180;HOMBRE;VALENCIA
22;77.8;167.5;HOMBRE;VALENCIA
15;43;161.8;HOMBRE;VALENCIA
16;75.2;183;HOMBRE;VALENCIA
20;74.2;182;HOMBRE;VALENCIA
21;59.4;183;HOMBRE;VALENCIA
19;58.6;179.5;HOMBRE;VALENCIA
18;62.4;185.4;HOMBRE;VALENCIA
17;62.2;177;HOMBRE;VALENCIA
19;55.7;170;HOMBRE;VALENCIA
19;59.1;179;HOMBRE;VALENCIA
18;68.8;186;HOMBRE;VALENCIA
20;64.1;179.5;HOMBRE;VALENCIA
20;67.1;183;HOMBRE;VALENCIA
15;65.5;177;HOMBRE;VALENCIA
15;56.9;168;HOMBRE;VALENCIA
22;58.3;172;HOMBRE;VALENCIA
20;48;159;HOMBRE;VALENCIA
17;54.1;162.5;HOMBRE;VALENCIA
15;68.3;178;HOMBRE;VALENCIA
16;61.8;171;HOMBRE;VALENCIA
22;53.5;160;HOMBRE;VALENCIA
20;77;191;HOMBRE;VALENCIA
19;64;175;HOMBRE;VALENCIA
21;62.2;170.5;HOMBRE;VALENCIA
21;64.6;171.5;HOMBRE;VALENCIA
15;51.3;166.5;HOMBRE;VALENCIA
24;69.3;180.3;HOMBRE;VALENCIA
24;72.5;184.5;HOMBRE;VALENCIA
20;63.8;173;HOMBRE;VALENCIA
21;67.1;180;HOMBRE;VALENCIA
18;64.3;171.5;HOMBRE;VALENCIA
18;71.6;176;HOMBRE;ALICANTE
24;78;183;HOMBRE;VALENCIA
19;69;179.5;HOMBRE;VALENCIA
17;67;176;HOMBRE;VALENCIA
16;66.7;173;HOMBRE;VALENCIA
18;65;172;HOMBRE;VALENCIA
17;81;184;HOMBRE;VALENCIA
19;71.5;175.4;HOMBRE;VALENCIA
21;71.9;174;HOMBRE;VALENCIA
17;73.9;179;HOMBRE;VALENCIA
20;64.4;171;HOMBRE;VALENCIA
20;71.4;177;HOMBRE;VALENCIA
19;82.5;191;HOMBRE;VALENCIA
22;76.3;179;HOMBRE;VALENCIA
22;75.6;185;HOMBRE;VALENCIA
15;68.4;173.5;HOMBRE;VALENCIA
18;65.9;167.5;HOMBRE;VALENCIA
20;65;169;HOMBRE;VALENCIA
22;78.9;181.5;HOMBRE;VALENCIA
16;65.8;170;HOMBRE;VALENCIA
21;75;181;HOMBRE;VALENCIA
19;76.3;181;HOMBRE;VALENCIA
22;64.4;167.5;HOMBRE;VALENCIA
16;79.3;179;HOMBRE;VALENCIA
19;61.5;161.5;HOMBRE;VALENCIA
23;75.2;178.5;HOMBRE;VALENCIA
23;76.6;178.5;HOMBRE;VALENCIA
24;76.2;176.5;HOMBRE;VALENCIA
23;85;177;HOMBRE;VALENCIA
21;74.9;174.5;HOMBRE;VALENCIA
23;81;179;HOMBRE;VALENCIA
16;82;180.5;HOMBRE;VALENCIA
15;76;168;HOMBRE;VALENCIA
23;98.8;192;HOMBRE;VALENCIA
20;77.3;175;HOMBRE;VALENCIA
20;79.9;177;HOMBRE;VALENCIA
22;79.2;181.5;HOMBRE;VALENCIA
23;79.8;179.5;HOMBRE;VALENCIA
20;82.3;178;HOMBRE;VALENCIA
24;88.6;185.4;HOMBRE;VALENCIA
21;75;172;HOMBRE;VALENCIA
20;89.5;181;HOMBRE;VALENCIA
23;90.6;183.2;HOMBRE;VALENCIA
19;80.2;171;HOMBRE;VALENCIA
19;91.7;188;HOMBRE;ALICANTE
19;72.8;170;HOMBRE;VALENCIA
21;87.1;177;HOMBRE;VALENCIA
17;80.1;172.5;HOMBRE;VALENCIA
24;81.7;167;HOMBRE;VALENCIA
23;62.5;160.5;HOMBRE;VALENCIA
18;84;167;HOMBRE;VALENCIA
19;98.5;191;HOMBRE;VALENCIA
17;80.6;170;HOMBRE;VALENCIA
21;77.6;166;HOMBRE;VALENCIA
19;104.2;176;HOMBRE;VALENCIA
24;83.3;168;HOMBRE;ALICANTE
24;89.3;168;HOMBRE;VALENCIA
17;129.8;201;HOMBRE;VALENCIA
19;102.1;167.5;HOMBRE;VALENCIA
20;70.1;171;HOMBRE;VALENCIA
21;51.6;161;MUJER;VALENCIA
15;57;167.5;MUJER;VALENCIA
23;54.8;165;MUJER;VALENCIA
14;;;MUJER;VALENCIA
19;48.6;160;MUJER;VALENCIA
19;64.5;155;MUJER;VALENCIA
18;36.2;154;MUJER;VALENCIA
15;47.6;158;MUJER;VALENCIA
16;46.1;156.5;MUJER;VALENCIA
22;58.2;176.5;MUJER;VALENCIA
15;50.2;165;MUJER;VALENCIA
15;42.7;152.6;MUJER;VALENCIA
16;53.6;166;MUJER;VALENCIA
15;46.4;158.5;MUJER;VALENCIA
18;43.1;162;MUJER;VALENCIA
17;46.8;158;MUJER;VALENCIA
15;51.9;167;MUJER;VALENCIA
15;45.5;155.5;MUJER;VALENCIA
17;51.5;162;MUJER;VALENCIA
14;48;158.5;MUJER;VALENCIA
23;56.8;167;MUJER;VALENCIA
21;64.4;170.1;MUJER;VALENCIA
18;57.9;166;MUJER;VALENCIA
21;54;165;MUJER;VALENCIA
14;53.7;165;MUJER;VALENCIA
17;58.3;165;MUJER;VALENCIA
21;52.7;163;MUJER;VALENCIA
17;52;169;MUJER;VALENCIA
20;59.4;168.5;MUJER;VALENCIA
23;57;170;MUJER;VALENCIA
22;50.9;162.3;MUJER;VALENCIA
23;55.5;165.5;MUJER;VALENCIA
20;56.8;156.5;MUJER;VALENCIA
20;51.2;160.5;MUJER;VALENCIA
20;51;159;MUJER;VALENCIA
18;51.5;160.6;MUJER;VALENCIA
18;49;164;MUJER;VALENCIA
16;48.4;156.5;MUJER;VALENCIA
23;58.3;164;MUJER;VALENCIA
16;63.9;178;MUJER;VALENCIA
22;49.6;157;MUJER;VALENCIA
17;50;158;MUJER;VALENCIA
19;56.6;158.5;MUJER;VALENCIA
20;51;157.5;MUJER;VALENCIA
22;63.1;170.5;MUJER;VALENCIA
15;62.7;172;MUJER;VALENCIA
21;60;171;MUJER;VALENCIA
24;55.8;165.5;MUJER;VALENCIA
17;50.8;156;MUJER;VALENCIA
16;61.3;168.3;MUJER;VALENCIA
18;57.7;152;MUJER;VALENCIA
22;56.5;165;MUJER;VALENCIA
24;57.7;165;MUJER;VALENCIA
22;51.4;156.5;MUJER;VALENCIA
17;49.1;154.5;MUJER;VALENCIA
22;53.7;150;MUJER;VALENCIA
21;58;163.5;MUJER;VALENCIA
24;51.6;152;MUJER;VALENCIA
19;60.2;160;MUJER;VALENCIA
16;50.4;152;MUJER;VALENCIA
23;54.5;160.6;MUJER;VALENCIA
24;57.6;164.5;MUJER;VALENCIA
19;51.1;159;MUJER;VALENCIA
23;61.3;169.5;MUJER;VALENCIA
19;56.6;163;MUJER;VALENCIA
23;53.6;159.9;MUJER;VALENCIA
20;49.2;155.5;MUJER;ALICANTE
19;56.5;161.5;MUJER;VALENCIA
18;59.5;163;MUJER;VALENCIA
17;59;162.7;MUJER;VALENCIA
18;48.5;154;MUJER;VALENCIA
18;59;159;MUJER;VALENCIA
21;57.1;161;MUJER;VALENCIA
18;55.7;156;MUJER;VALENCIA
19;53;150;MUJER;VALENCIA
22;60.8;167;MUJER;VALENCIA
19;58;165;MUJER;VALENCIA
23;56.8;160;MUJER;VALENCIA
18;56.3;158.5;MUJER;VALENCIA
24;55.3;148;MUJER;VALENCIA
16;50.2;160;MUJER;VALENCIA
21;53.9;164;MUJER;VALENCIA
15;46.6;152;MUJER;VALENCIA
